STATION,STATION_NAME,DATE,HPCP
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080512 16:00,0.03
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080512 17:00,0.02
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080512 18:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080512 19:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080512 20:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080512 21:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080515 23:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 00:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 01:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 02:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 03:00,0.04
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 04:00,0.12
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 05:00,0.20
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 06:00,0.05
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 07:00,0.11
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 08:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 09:00,0.03
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 10:00,0.02
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 11:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 15:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 17:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 18:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 20:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080516 21:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080517 23:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080518 00:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080518 11:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080518 12:00,0.02
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080518 13:00,0.02
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080518 14:00,0.04
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080518 15:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080518 17:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080518 18:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080520 04:00,0.07
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080520 05:00,0.16
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080520 06:00,0.14
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080520 07:00,0.06
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080520 08:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080520 09:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080520 10:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080520 11:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080520 12:00,0.04
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080520 13:00,0.18
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080520 14:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080520 16:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080520 17:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080521 18:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080521 19:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080521 21:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080522 12:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080527 02:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080527 06:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080527 11:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080527 12:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080527 22:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080528 06:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080528 07:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080531 12:00,0.13
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080531 14:00,0.06
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080531 15:00,0.05
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080531 16:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080601 00:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080601 01:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080601 15:00,0.17
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080601 16:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080603 19:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080603 20:00,0.02
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080603 21:00,0.04
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080603 22:00,0.05
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080603 23:00,0.66
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080604 00:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080604 01:00,0.08
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080604 02:00,0.02
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080604 03:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080604 04:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080604 15:00,0.35
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080604 16:00,0.05
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080604 20:00,0.27
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080604 21:00,0.07
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080604 22:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080607 20:00,0.36
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080607 21:00,0.02
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080610 18:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080610 19:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080610 20:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080610 21:00,0.10
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080610 22:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080614 11:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080614 12:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080614 16:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080614 17:00,0.19
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080614 18:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080614 20:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080614 21:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080614 22:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080614 23:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080615 00:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080616 15:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080616 16:00,0.09
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080616 17:00,0.14
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080616 18:00,0.11
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080617 00:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080617 01:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080618 17:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080618 19:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080622 20:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080622 21:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080623 18:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080623 19:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080623 20:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080623 22:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080623 23:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080626 12:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080627 17:00,0.82
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080627 18:00,0.03
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080628 14:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080628 22:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080628 23:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080629 02:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080629 03:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080629 04:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080629 05:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080629 16:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080630 14:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080630 15:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080630 18:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080630 19:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080630 21:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080630 22:00,0.02
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080701 01:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080704 05:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080704 06:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080704 07:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080704 08:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080704 17:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080704 18:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080704 19:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080704 20:00,0.08
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080704 21:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080705 02:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080705 03:00,0.03
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080705 09:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080705 10:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080706 01:00,0.08
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080706 16:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080706 17:00,0.03
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080706 18:00,0.03
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080706 19:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080706 20:00,0.04
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080706 21:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080707 01:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080707 02:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080709 07:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080709 08:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080709 10:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080709 18:00,0.39
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080709 19:00,0.04
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080713 18:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080713 19:00,0.11
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080713 20:00,0.51
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080713 21:00,0.08
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080713 22:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080713 23:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080714 00:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080714 01:00,0.06
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080714 02:00,0.06
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080714 03:00,0.05
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080714 04:00,0.19
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080714 05:00,0.14
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080714 06:00,0.05
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080714 07:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080720 21:00,0.24
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080720 23:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080722 11:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080723 02:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080723 14:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080723 15:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080723 20:00,0.24
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080723 21:00,2.02
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080723 22:00,0.04
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080723 23:00,0.10
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080724 00:00,0.02
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080724 01:00,0.04
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080724 02:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080724 03:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080726 20:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080727 12:00,0.51
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080727 13:00,0.13
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080727 14:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080729 00:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080729 01:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080729 02:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080729 03:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080729 04:00,0.08
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080729 05:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080729 06:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080729 07:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080730 16:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080730 17:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080730 22:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080801 01:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080801 18:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080802 04:00,0.04
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080802 05:00,0.46
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080802 06:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080802 07:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080802 09:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080802 17:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080802 18:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080802 19:00,0.02
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080804 23:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080805 00:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080805 16:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080806 07:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080806 08:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080807 13:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080807 14:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080807 17:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080814 15:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080814 18:00,0.07
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080815 15:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080827 22:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080827 23:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080828 01:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080828 02:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080828 03:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080828 04:00,0.03
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080828 05:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080828 06:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080828 09:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080828 10:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080828 11:00,0.11
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080828 12:00,0.05
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080828 13:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080828 17:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 00:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 01:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 02:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 05:00,0.02
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 06:00,0.02
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 07:00,0.08
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 08:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 09:00,0.11
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 10:00,0.10
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 11:00,0.13
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 12:00,0.02
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 13:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 14:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 15:00,0.12
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 16:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 17:00,0.05
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 18:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080829 21:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080901 01:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080905 19:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080905 20:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080905 21:00,0.04
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080905 22:00,0.03
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080905 23:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080906 00:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080906 01:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080906 04:00,0.02
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080906 05:00,0.00
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080906 07:00,0.01
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080906 08:00,0.10
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080906 09:00,0.19
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080906 10:00,0.22
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20080906 11:00,0.55
